,HEFAMINC,HRNUMHOU,HRHTYPE,PTDTRACE,PREMPNOT,PRCHLD,HETS2O,HETS6O,HETS8CO,HESP1,HETSP3O
120241,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
120242,11,1,6,1,4,0,-1,-1,-1,-1,-1
120243,16,4,4,2,1,4,-1,-1,-1,-1,-1
120244,16,4,4,2,4,0,-1,-1,-1,-1,-1
120245,16,4,4,2,4,0,-1,-1,-1,-1,-1
120246,16,4,4,2,4,0,-1,-1,-1,-1,-1
120247,8,6,1,1,4,0,-1,-1,-1,-1,-1
120248,8,6,1,1,4,0,-1,-1,-1,-1,-1
120249,8,6,1,1,4,0,-1,-1,-1,-1,-1
120250,8,6,1,1,4,0,-1,-1,-1,-1,-1
120251,8,6,1,1,-1,0,-1,-1,-1,-1,-1
120252,8,6,1,1,-1,0,-1,-1,-1,-1,-1
120253,3,4,4,2,4,6,100,-1,200,1,110
120254,3,4,4,2,4,0,100,-1,200,1,110
120255,3,4,4,2,-1,0,100,-1,200,1,110
120256,3,4,4,2,-1,0,100,-1,200,1,110
120257,3,1,7,2,4,0,-1,-1,-1,-1,-1
120258,1,1,7,2,4,0,30,30,40,1,30
120259,4,2,6,2,1,0,-1,-1,-1,-1,-1
120260,4,2,6,2,1,0,-1,-1,-1,-1,-1
120261,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
120262,8,1,7,1,4,0,-1,-1,-1,-1,-1
122137,8,3,4,2,1,0,100,-1,100,2,-1
122138,8,3,4,2,2,0,100,-1,100,2,-1
122139,8,3,4,2,2,0,100,-1,100,2,-1
122140,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
122141,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122142,7,1,7,1,4,0,40,-1,-1,2,-1
122143,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122144,15,2,6,1,1,0,100,-1,-1,-1,-1
122145,15,2,6,1,1,0,100,-1,-1,-1,-1
122146,-1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
122147,16,5,1,1,1,3,-1,-1,-1,-1,-1
122148,16,5,1,1,4,3,-1,-1,-1,-1,-1
122149,16,5,1,1,-1,0,-1,-1,-1,-1,-1
122150,16,5,1,1,4,0,-1,-1,-1,-1,-1
122151,16,5,1,1,1,0,-1,-1,-1,-1,-1
122152,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
122153,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122154,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122155,15,2,1,1,4,0,130,30,-1,-1,-1
122156,15,2,1,1,1,0,130,30,-1,-1,-1
122157,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
122158,14,2,3,2,1,4,-1,-1,-1,-1,-1
122159,14,2,3,2,4,0,-1,-1,-1,-1,-1
122160,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122161,10,3,1,1,4,1,150,-1,-1,2,-1
122162,10,3,1,1,1,1,150,-1,-1,2,-1
122163,10,3,1,1,-1,0,150,-1,-1,2,-1
122164,3,1,7,2,4,0,-1,-1,-1,-1,-1
122165,16,3,1,1,1,3,-1,-1,-1,-1,-1
122166,16,3,1,1,1,3,-1,-1,-1,-1,-1
122167,16,3,1,1,-1,0,-1,-1,-1,-1,-1
122168,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122169,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122170,15,2,1,2,1,0,-1,50,70,-1,-1
122171,15,2,1,2,1,0,-1,50,70,-1,-1
122172,8,4,1,1,4,10,180,200,-1,2,-1
122173,8,4,1,1,1,10,180,200,-1,2,-1
122174,8,4,1,1,4,0,180,200,-1,2,-1
122175,8,4,1,1,-1,0,180,200,-1,2,-1
122176,12,4,4,1,1,8,-1,-1,-1,-1,-1
122177,12,4,4,1,-1,0,-1,-1,-1,-1,-1
122178,12,4,4,1,-1,0,-1,-1,-1,-1,-1
122179,12,4,4,1,2,0,-1,-1,-1,-1,-1
122180,6,3,1,2,4,0,100,100,-1,-1,-1
122181,6,3,1,2,4,0,100,100,-1,-1,-1
122182,6,3,1,2,4,0,100,100,-1,-1,-1
122183,6,2,1,2,4,0,-1,-1,-1,-1,-1
122184,6,2,1,2,4,0,-1,-1,-1,-1,-1
122185,16,2,1,1,1,0,200,100,-1,-1,-1
122186,16,2,1,1,4,0,200,100,-1,-1,-1
122187,12,4,1,1,4,4,100,-1,-1,2,-1
122188,12,4,1,1,1,4,100,-1,-1,2,-1
122189,12,4,1,1,-1,0,100,-1,-1,2,-1
122190,12,4,1,1,1,0,100,-1,-1,2,-1
122191,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122192,1,5,1,2,4,10,-1,-1,-1,-1,-1
122193,1,5,1,2,4,10,-1,-1,-1,-1,-1
122194,1,5,1,2,4,0,-1,-1,-1,-1,-1
122195,1,5,1,2,4,0,-1,-1,-1,-1,-1
122196,1,5,1,2,-1,0,-1,-1,-1,-1,-1
122197,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
122198,5,3,4,2,1,0,-1,-1,-1,-1,-1
122199,5,3,4,2,1,0,-1,-1,-1,-1,-1
122200,5,3,4,2,4,0,-1,-1,-1,-1,-1
122201,9,1,7,2,1,0,-1,-1,-1,-1,-1
122202,5,2,4,3,1,0,-1,-1,-1,-1,-1
122203,5,2,4,3,4,0,-1,-1,-1,-1,-1
127215,8,1,6,2,1,0,50,30,-1,2,-1
127216,8,3,4,2,1,0,-1,-1,-1,-1,-1
127217,8,3,4,2,2,0,-1,-1,-1,-1,-1
127218,8,3,4,2,4,0,-1,-1,-1,-1,-1
127219,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
127220,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127221,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127222,15,3,4,2,1,0,80,40,-1,-1,-1
127223,15,3,4,2,1,1,80,40,-1,-1,-1
127224,15,3,4,2,-1,0,80,40,-1,-1,-1
127225,12,4,1,1,1,0,-1,-1,-1,-1,-1
127226,12,4,1,1,1,0,-1,-1,-1,-1,-1
127227,12,4,1,1,1,3,-1,-1,-1,-1,-1
127228,12,4,1,1,-1,0,-1,-1,-1,-1,-1
127229,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
127230,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127231,16,3,1,1,1,3,200,150,-1,-1,-1
127232,16,3,1,1,1,3,200,150,-1,-1,-1
127233,16,3,1,1,-1,0,200,150,-1,-1,-1
127234,10,1,7,1,1,0,60,50,-1,-1,-1
127235,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127236,9,1,6,1,1,0,50,-1,50,2,-1
127237,4,1,6,2,4,0,-1,-1,-1,-1,-1
127238,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127239,8,1,7,2,4,0,-1,30,-1,1,70
127240,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
127241,15,2,4,1,1,0,200,20,-1,2,-1
127242,15,2,4,1,1,0,200,20,-1,2,-1
127243,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
127244,6,3,3,1,1,10,-1,-1,-1,-1,-1
127245,6,3,3,1,4,0,-1,-1,-1,-1,-1
127246,6,3,3,1,-1,0,-1,-1,-1,-1,-1
127247,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
127248,15,4,1,2,4,0,110,-1,-1,-1,-1
127249,15,4,1,2,4,0,110,-1,-1,-1,-1
127250,15,4,1,2,1,4,110,-1,-1,-1,-1
127251,15,4,1,2,4,0,110,-1,-1,-1,-1
127252,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127253,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127254,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127255,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
127256,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1
127257,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
127258,13,2,1,1,1,0,-1,-1,-1,-1,-1
127259,13,2,1,1,1,0,-1,-1,-1,-1,-1
127260,14,2,1,1,4,0,50,-1,-1,-1,-1
127261,14,2,1,1,1,0,50,-1,-1,-1,-1
129063,9,1,6,1,1,0,50,-1,-1,-1,-1
129064,1,3,4,2,4,0,110,40,-1,1,320
129065,1,3,4,2,2,0,110,40,-1,1,320
129066,1,3,4,2,2,0,110,40,-1,1,320
129067,1,1,7,2,4,0,-1,-1,-1,2,-1
129068,14,4,1,1,1,4,300,50,-1,-1,-1
129069,14,4,1,1,4,0,300,50,-1,-1,-1
129070,14,4,1,1,4,0,300,50,-1,-1,-1
129071,14,4,1,1,4,4,300,50,-1,-1,-1
129072,4,2,4,2,1,2,30,50,30,1,350
129073,4,2,4,2,-1,0,30,50,30,1,350
129074,14,1,6,2,1,0,-1,-1,-1,-1,-1
129075,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
129076,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
129077,12,1,6,1,1,0,-1,-1,-1,-1,-1
129078,15,4,1,1,1,5,200,50,-1,-1,-1
129079,15,4,1,1,1,5,200,50,-1,-1,-1
129080,15,4,1,1,-1,0,200,50,-1,-1,-1
129081,15,4,1,1,-1,0,200,50,-1,-1,-1
129082,11,2,1,1,4,0,80,-1,-1,-1,-1
129083,11,2,1,1,1,0,80,-1,-1,-1,-1
129084,15,5,4,2,4,11,250,40,-1,-1,-1
129085,15,5,4,2,1,11,250,40,-1,-1,-1
129086,15,5,4,2,-1,0,250,40,-1,-1,-1
129087,15,5,4,2,-1,0,250,40,-1,-1,-1
129088,15,5,4,2,-1,0,250,40,-1,-1,-1
129089,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
129090,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133205,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133206,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133207,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
133208,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
133209,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133210,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133211,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133212,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
133213,-1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
133214,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
133215,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
133216,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133217,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
133218,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133219,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133220,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133221,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133222,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
133223,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133224,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
133225,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133226,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133227,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133228,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133229,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133230,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133231,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133232,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133233,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133234,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
133235,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
133236,-1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
133237,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133238,1,1,6,2,4,0,100,-1,-1,2,-1
133239,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133240,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
133241,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133242,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
133243,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133244,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
133245,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133246,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133247,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133248,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133249,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133250,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
133251,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
133252,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133253,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
133254,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
133255,7,3,1,1,4,0,-1,-1,-1,-1,-1
133256,7,3,1,1,4,0,-1,-1,-1,-1,-1
133257,7,3,1,1,1,0,-1,-1,-1,-1,-1
133258,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134519,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134520,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
134521,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134522,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
134523,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134524,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
134525,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
134526,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
134527,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
134528,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
134529,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
134530,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134531,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
134532,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134533,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
134534,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
134535,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134536,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134537,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134538,3,1,7,1,4,0,-1,-1,-1,-1,-1
134539,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134540,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134541,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134542,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
134543,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134544,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
134545,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
134546,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
134547,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
134548,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134549,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
134550,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134551,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
134552,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
134553,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
134554,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134555,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
134556,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
134557,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134558,2,3,4,2,1,6,-1,-1,-1,-1,-1
134559,2,3,4,2,-1,0,-1,-1,-1,-1,-1
134560,2,3,4,2,-1,0,-1,-1,-1,-1,-1
134561,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134562,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134563,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134564,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
134565,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
136526,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136527,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136528,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136529,12,3,4,2,1,3,-1,-1,-1,-1,-1
136530,12,3,4,2,-1,0,-1,-1,-1,-1,-1
136531,12,3,4,2,-1,0,-1,-1,-1,-1,-1
136532,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136533,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136534,7,2,1,1,1,0,-1,-1,-1,-1,-1
136535,7,2,1,1,4,0,-1,-1,-1,-1,-1
136536,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
136537,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
136538,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
136539,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136540,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
136541,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
136542,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136543,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136544,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136545,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
136546,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
136547,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
136548,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
136549,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136550,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136551,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136552,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
136553,-1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
136554,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138541,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
138542,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138543,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138544,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138545,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138546,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138547,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138548,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138549,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138550,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
138551,2,1,6,2,4,0,-1,-1,-1,-1,-1
138552,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138553,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138554,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
138555,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
138556,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138557,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138558,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138559,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138560,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
138561,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
138562,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
138563,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138564,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
138565,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
